My Book;Cette landing page est un "challenge" provenant du site Frontend Mentor. J'ai accepté ce "challenge" afin de pouvoir m'exercer et consolider mes compétences en HTML/CSS.;../assets/images/projet-1.png;<i class="ri-html5-fill"></i>;<i class="ri-css3-fill"></i>;https://my-book-jam.netlify.app/;<i class="ri-javascript-fill"></i>;
Hotline Miami;Ce composant de notation est un "challenge" provenant du site Frontend Mentor. J'ai accepté ce "challenge" afin de pouvoir m'exercer et consolider mes compétences en HTML/CSS.;../assets/images/projet-2.png;<i class="ri-html5-fill"></i>;<i class="ri-css3-fill"></i>;https://hotline-miami1989.netlify.app/;<i class="ri-javascript-fill"></i>;
Powder landing page;Cette carte produit est un "challenge" provenant du site Frontend Mentor. J'ai accepté ce "challenge" afin de pouvoir m'exercer et consolider mes compétences en HTML/CSS.;../assets/images/projet-3.png;<i class="ri-html5-fill"></i>;<i class="ri-css3-fill"></i>;https://powder-landing-page.netlify.app/;<i class="ri-javascript-fill"></i>;
About lildurt;J'ai dû réaliser cette landing page lorsque j'apprenais l'HTML et le CSS sur une plateforme d'apprentissage open source, Odin Project.;../assets/images/projet-4.png;<i class="ri-html5-fill"></i>;<i class="ri-css3-fill"></i>;https://about-lildurt.netlify.app/;<i class="ri-javascript-fill"></i>;
Little Nightmares;J'ai réalisé ces cartes afin de pouvoir m'entrainer à utiliser les flex-box et pour pouvoir créer des cartes pour des sites.;../assets/images/projet-5.png;<i class="ri-html5-fill"></i>;<i class="ri-css3-fill"></i>;https://little-nightmares.netlify.app/;<i class="ri-javascript-fill"></i>;
Rating;Ce site est un site pour un projet à l'université. Il s'agit d'un site e-commerce permettant d'acheter des livres d'occasion. Pour le moment, seule la page d'accueil a été réalisé.;../assets/images/projet-6.webp;<i class="ri-html5-fill"></i>;<i class="ri-css3-fill"></i>;https://jgamix7.github.io/interactive-rating-component/;
